,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,CLF,Cleveland-cliff...,"3,072",bmo,0.57,0.55,-0.02 ,-3.51% ,8.53%
1,UBNT,Ubiquiti Networ...,"9,389",--,0.94,1.33,+0.39 ,+41.49% ,--
2,PSX,Phillips 66,"43,904",bmo,2.76,4.87,+2.11 ,+76.45% ,1.94%
3,VTR,"Ventas, Inc.","25,014",bmo,0.95,0.96,+0.01 ,+1.05% ,-0.28%
4,CCR,Consol Coal Res...,442,bmo,0.48,0.59,+0.11 ,+22.92% ,-0.40%
5,EXC,Exelon Corporat...,"47,771",bmo,0.58,0.58,0.00 ,0.00% ,-0.85%
6,ARNC,Arconic Inc.,"11,709",bmo,0.30,0.33,+0.03 ,+10.00% ,-3.28%
7,PSXP,Phillips 66 Par...,"6,275",bmo,1.07,1.09,+0.02 ,+1.87% ,1.09%
8,GT,The Goodyear Ti...,"3,491",bmo,0.60,0.51,-0.09 ,-15.00% ,-9.05%
9,BPL,Buckeye Partner...,"6,338",bmo,0.69,0.90,+0.21 ,+30.43% ,4.28%
10,CCJ,Cameco Corporat...,"4,279",amc,0.19,0.39,+0.20 ,+105.26% ,-2.76%
11,COTY,Coty Inc.,"8,679",bmo,0.22,0.24,+0.02 ,+9.09% ,32.15%
12,CBOE,Cboe Global Mar...,"12,324",bmo,1.35,1.54,+0.19 ,+14.07% ,-0.37%
13,IMGN,"Immunogen, Inc....",357,bmo,-0.33,-0.28,+0.05 ,+15.15% ,10.31%
14,RDN,Radian Group In...,"5,011",bmo,0.66,0.70,+0.04 ,+6.06% ,0.00%
15,HAS,"Hasbro, Inc.","13,456",bmo,1.68,1.33,-0.35 ,-20.83% ,-0.95%
16,ESNT,Essent Group Lt...,"4,833",bmo,1.15,1.39,+0.24 ,+20.87% ,1.27%
17,ROX,"Castle Brands,...",83,--,0.01,0.00,-0.01 ,-100.00% ,--
18,CEIX,Consol Energy I...,716,bmo,0.76,--,--,--,-3.23%
19,CAE,Cae Inc,"7,355",bmo,0.25,0.22,-0.03 ,-12.00% ,-1.56%
20,OCPNY,Olympus Corp.,"15,133",bmo,0.09,0.08,-0.01 ,-11.11% ,-0.05%
21,OCPNY,Olympus Corp.,"15,133",bmo,0.09,0.08,-0.01 ,-11.11% ,-0.05%
22,UNVR,Univar Inc.,"3,714",bmo,0.32,0.33,+0.01 ,+3.13% ,1.18%
23,EAF,Graftech Intern...,"3,347",bmo,0.78,--,--,--,0.15%
24,TOO,Teekay Offshore...,562,bmo,0.23,0.26,+0.03 ,+13.04% ,15.65%
