,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,FDX,Fedex Corporati...,"42,205",amc,3.08,--,--,--,-1.18%
1,SCS,Steelcase Inc.,"2,025",amc,0.16,--,--,--,5.67%
2,PLCE,Children's Plac...,"1,586",bmo,2.49,--,--,--,-7.92%
3,DXPE,Dxp Enterprises...,659,amc,0.07,--,--,--,21.86%
4,DLTH,Duluth Holdings...,409,bmo,0.54,--,--,--,-10.77%
5,LAUR,Laureate Educat...,"3,576",amc,0.31,--,--,--,3.52%
6,AIR,Aar Corp.,"1,329",amc,0.48,0.49,+0.01 ,+2.08% ,1.82%
7,SYBX,"Synlogic, Inc.",228,--,-0.81,--,--,--,--
8,AFMD,Affimed N.v.,182,bmo,-0.16,--,--,--,5.00%
9,UQM,Uqm Technologie...,94,amc,-0.02,--,--,--,2.21%
10,NBY,Novabay Pharmac...,31,amc,-0.05,--,--,--,-0.90%
11,RKDA,Arcadia Bioscie...,15,amc,-2.00,--,--,--,-10.93%
