,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,RH,Restoration Har...,"2,252",amc,1.74,2.05,+0.31 ,+17.82% ,-13.07%
1,WDAY,"Workday, Inc.","48,818",amc,0.26,0.31,+0.05 ,+19.23% ,-9.24%
2,COUP,Coupa Software,"8,491",amc,-0.09,0.05,+0.14 ,+155.56% ,6.78%
3,HQY,"Healthequity, I...","4,055",amc,0.28,0.34,+0.06 ,+21.43% ,2.59%
4,CONN,"Conn's, Inc.",569,bmo,0.41,0.57,+0.16 ,+39.02% ,-13.17%
5,KNOP,Knot Offshore P...,640,bmo,0.47,0.66,+0.19 ,+40.43% ,1.62%
6,SMAR,Smartsheet Inc....,"5,488",amc,-0.14,--,--,--,-8.36%
7,CAL,"Caleres, Inc.",819,amc,0.57,0.59,+0.02 ,+3.51% ,-7.95%
8,AMSWA,American Softwa...,416,amc,0.09,0.07,-0.02 ,-22.22% ,-18.61%
9,CMFN,Cm Finance Inc,100,--,0.27,0.62,+0.35 ,+129.63% ,--
