,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,NFLX,"Netflix, Inc.","166,384",amc,0.41,--,--,--,9.98%
1,WYNN,"Wynn Resorts, L...","14,299",--,1.36,--,--,--,--
2,HAL,Halliburton Com...,"20,128",bmo,0.46,--,--,--,6.40%
3,LOGI,Logitech Intern...,"6,491",amc,0.56,--,--,--,10.86%
4,PETS,"Petmed Express,...",315,bmo,0.33,--,--,--,-9.64%
5,AMTD,Td Ameritrade H...,"28,346",amc,0.51,--,--,--,1.27%
6,STLD,"Steel Dynamics,...","6,801",amc,0.49,--,--,--,-0.45%
7,RMD,Resmed Inc.,"17,828",amc,0.78,--,--,--,14.67%
8,ZION,Zions Bancorpor...,"8,436",amc,0.73,--,--,--,0.02%
9,FULT,Fulton Financia...,"2,797",amc,0.28,--,--,--,-0.80%
10,BRO,"Brown & Brown,...","9,804",amc,0.21,--,--,--,-0.38%
11,WWD,"Woodward, Inc.","7,154",amc,0.60,--,--,--,-7.54%
12,WTFC,Wintrust Financ...,"4,146",amc,1.14,--,--,--,0.62%
13,CBU,Community Bank...,"3,407",bmo,0.69,--,--,--,0.40%
14,BOH,Bank Of Hawaii...,"3,406",bmo,1.09,--,--,--,-0.67%
15,SFNC,Simmons First N...,"2,275",amc,0.45,--,--,--,-0.08%
16,WSFS,Wsfs Financial...,"2,264",amc,0.66,--,--,--,0.00%
17,SFBS,Servisfirst Ban...,"1,840",amc,0.48,--,--,--,2.16%
18,NWBI,Northwest Bancs...,"1,836",--,0.21,--,--,--,--
19,PRK,Park National C...,"1,662",--,1.51,--,--,--,--
20,NBTB,Nbt Bancorp Inc...,"1,651",amc,0.53,--,--,--,1.62%
21,FBK,Fb Financial Co...,"1,138",amc,0.54,--,--,--,-1.85%
22,EFSC,Enterprise Fina...,"1,121",amc,0.76,--,--,--,1.05%
23,HMST,"Homestreet, Inc...",817,amc,0.42,--,--,--,2.08%
24,TBK,Triumph Bancorp...,777,bmo,0.46,--,--,--,2.78%
