,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,MSEX,Middlesex Water...,979,--,0.42,0.43,+0.01 ,+2.38% ,--
1,PLYM,Plymouth Ind Re...,157,bmo,0.35,0.35,0.00 ,0.00% ,0.32%
2,BIG,"Big Lots, Inc.","1,021",bmo,2.30,2.68,+0.38 ,+16.52% ,13.63%
3,FGP,Ferrellgas Part...,85,bmo,0.57,0.44,-0.13 ,-22.81% ,-30.64%
4,MTN,"Vail Resorts, I...","9,073",bmo,4.91,5.02,+0.11 ,+2.24% ,6.99%
5,BMA,Macro Bank Inc....,"4,408",--,1.84,2.16,+0.32 ,+17.39% ,--
6,CNAT,Conatus Pharmac...,11,amc,-0.14,-0.13,+0.01 ,+7.14% ,-1.99%
7,NAV,Navistar Intern...,"3,078",bmo,0.11,0.11,0.00 ,0.00% ,-3.78%
8,PTI,Proteostasis Th...,46,--,-0.46,-0.36,+0.10 ,+21.74% ,--
9,OFS,Ofs Capital Cor...,150,bmo,0.34,0.40,+0.06 ,+17.65% ,0.33%
10,ALLO,Allogene Therap...,"3,404",bmo,-0.23,--,--,--,-4.28%
11,TEO,Telecom Argenti...,"3,402",--,0.54,1.50,+0.96 ,+177.78% ,--
12,UBA,Urstadt Biddle...,848,--,0.34,0.36,+0.02 ,+5.88% ,--
13,RYTM,Rhythm Pharmace...,737,--,-0.56,--,--,--,--
14,ELOX,Senesco Technol...,297,bmo,-0.37,-0.28,+0.09 ,+24.32% ,1.55%
15,DSKE,Hennessy Capita...,229,bmo,-0.33,0.05,+0.38 ,+115.15% ,4.76%
16,MRSN,Mersana Therape...,200,bmo,-0.69,-0.97,-0.28 ,-40.58% ,7.11%
17,CHMA,"Chiasma, Inc.",200,--,-0.32,-0.32,0.00 ,0.00% ,--
18,RLH,Red Lion Hotels...,169,--,-0.13,-0.16,-0.03 ,-23.08% ,--
19,ALDX,Aldeyra Therape...,145,bmo,-0.43,-0.39,+0.04 ,+9.30% ,-3.71%
20,PLXP,Dipexium Pharma...,55,bmo,-0.37,-0.31,+0.06 ,+16.22% ,4.52%
