,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,NVDA,Nvidia Corporat...,"102,580",amc,0.75,0.80,+0.05 ,+6.67% ,1.82%
1,CGC,Canopy Growth C...,"12,272",amc,-0.15,-0.67,-0.52 ,-346.67% ,3.12%
2,AMAT,Applied Materia...,"44,755",amc,0.79,0.81,+0.02 ,+2.53% ,-3.95%
3,KO,Coca-cola Compa...,"219,236",bmo,0.43,0.43,0.00 ,0.00% ,-8.44%
4,ANET,Arista Networks...,"21,664",amc,2.04,2.25,+0.21 ,+10.29% ,9.62%
5,CYBR,Cyberark Softwa...,"5,263",bmo,0.59,0.89,+0.30 ,+50.85% ,20.47%
6,GOOS,Canada Goose Ho...,"4,843",bmo,0.58,0.73,+0.15 ,+25.86% ,-12.94%
7,DUK,Duke Energy Cor...,"64,396",bmo,0.89,0.84,-0.05 ,-5.62% ,-1.98%
8,IRM,Iron Mountain I...,"8,624",bmo,0.52,0.56,+0.04 ,+7.69% ,-1.59%
9,WM,Waste Managemen...,"49,608",bmo,1.07,1.13,+0.06 ,+5.61% ,0.28%
10,PPL,Ppl Corporation...,"21,775",bmo,0.49,0.52,+0.03 ,+6.12% ,-1.16%
11,CC,The Chemours Co...,"3,084",amc,1.05,1.05,0.00 ,0.00% ,-2.43%
12,CME,Cme Group Inc.,"73,135",bmo,1.75,1.77,+0.02 ,+1.14% ,-1.66%
13,XPO,"Xpo Logistics,...","5,702",amc,0.83,0.72,-0.11 ,-13.25% ,-12.73%
14,AEE,Ameren Corporat...,"18,660",bmo,0.32,0.28,-0.04 ,-12.50% ,-1.47%
15,TRP,Transcanada Cor...,"46,932",bmo,0.70,0.78,+0.08 ,+11.43% ,1.12%
16,ZBRA,Zebra Technolog...,"9,832",bmo,2.93,3.10,+0.17 ,+5.80% ,6.79%
17,ARCH,Arch Coal Inc.,"1,457",bmo,3.28,4.44,+1.16 ,+35.37% ,7.36%
18,BGCP,"Bgc Partners, I...","1,950",bmo,0.16,0.14,-0.02 ,-12.50% ,2.76%
19,MANU,Manchester Unit...,724,bmo,0.20,0.36,+0.16 ,+80.00% ,-3.42%
20,ZTS,Zoetis Inc.,"54,610",bmo,0.77,0.79,+0.02 ,+2.60% ,5.68%
21,HII,Huntington Inga...,"9,558",bmo,4.45,4.94,+0.49 ,+11.01% ,-0.70%
22,SSNC,Ss&c Technologi...,"14,719",amc,0.85,0.95,+0.10 ,+11.76% ,6.25%
23,AZN,Astrazeneca Plc...,"101,620",bmo,0.73,1.58,+0.85 ,+116.44% ,9.29%
24,GNRC,Generac Holdlin...,"4,430",bmo,1.39,1.42,+0.03 ,+2.16% ,1.99%
