,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,GM,General Motors...,"54,608",bmo,1.26,1.87,+0.61 ,+48.41% ,9.09%
1,EPD,Enterprise Prod...,"64,300",bmo,0.46,0.51,+0.05 ,+10.87% ,1.21%
2,CF,Cf Industries H...,"10,236",amc,0.15,0.13,-0.02 ,-13.33% ,6.29%
3,MOH,Molina Healthca...,"8,990",amc,1.65,2.72,+1.07 ,+64.85% ,-1.56%
4,NLY,Annaly Capital...,"13,368",amc,0.30,0.30,0.00 ,0.00% ,-0.20%
5,O,Realty Income C...,"22,150",amc,0.79,0.81,+0.02 ,+2.53% ,1.53%
6,GSK,Glaxosmithkline...,"101,332",--,0.86,0.83,-0.03 ,-3.49% ,--
7,ARCC,Ares Capital Co...,"7,725",bmo,0.40,0.45,+0.05 ,+12.50% ,5.47%
8,MIC,Macquarie Infra...,"3,540",--,0.56,0.29,-0.27 ,-48.21% ,--
9,ANTM,"Anthem, Inc.","73,059",bmo,3.67,3.81,+0.14 ,+3.81% ,3.80%
10,XPO,"Xpo Logistics,...","5,215",amc,1.00,0.89,-0.11 ,-11.00% ,-2.67%
11,ATH,Athene Holding...,"8,676",amc,1.70,1.95,+0.25 ,+14.71% ,0.87%
12,APA,Apache Corporat...,"10,218",amc,0.43,0.63,+0.20 ,+46.51% ,-3.81%
13,AEE,Ameren Corporat...,"18,776",bmo,1.28,1.50,+0.22 ,+17.19% ,-0.65%
14,S,Sprint Corporat...,"28,799",bmo,-0.01,0.05,+0.06 ,+600.00% ,7.75%
15,CLX,The Clorox Comp...,"19,840",bmo,1.59,1.62,+0.03 ,+1.89% ,-2.86%
16,WMB,Williams Compan...,"34,354",amc,0.18,0.24,+0.06 ,+33.33% ,5.84%
17,FIT,"Fitbit, Inc.",982,amc,-0.01,0.04,+0.05 ,+500.00% ,25.79%
18,HSC,Harsco Corporat...,"2,165",bmo,0.37,0.40,+0.03 ,+8.11% ,13.00%
19,AWK,American Water...,"21,294",amc,1.16,1.20,+0.04 ,+3.45% ,-0.23%
20,NXPI,Nxp Semiconduct...,"31,730",amc,1.92,2.01,+0.09 ,+4.69% ,12.13%
21,ICE,Intercontinenta...,"50,477",bmo,0.80,0.85,+0.05 ,+6.25% ,5.39%
22,ADP,Automatic Data...,"71,743",bmo,1.10,1.20,+0.10 ,+9.09% ,4.97%
23,STMP,Stamps.com Inc....,802,amc,2.34,2.76,+0.42 ,+17.95% ,-9.74%
24,HFC,Hollyfrontier C...,"7,826",bmo,1.63,1.98,+0.35 ,+21.47% ,6.61%
