,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,OHI,Omega Healthcar...,"7,536",amc,0.73,0.34,-0.39 ,-53.42% ,2.65%
1,EA,Electronic Arts...,"25,957",amc,0.97,1.41,+0.44 ,+45.36% ,1.24%
2,DNR,Denbury Resourc...,512,bmo,0.08,0.10,+0.02 ,+25.00% ,-5.83%
3,CROX,"Crocs, Inc.","1,662",bmo,0.25,0.36,+0.11 ,+44.00% ,-4.94%
4,AEZS,Aeterna Zentari...,41,--,0.04,-0.14,-0.18 ,-450.00% ,--
5,TRIP,"Tripadvisor, In...","6,238",amc,0.31,0.36,+0.05 ,+16.13% ,-11.41%
6,EDIT,Editas Medicine...,"1,174",amc,-0.57,-0.60,-0.03 ,-5.26% ,1.82%
7,LADR,Ladder Capital...,"1,998",amc,0.41,0.40,-0.01 ,-2.44% ,-5.76%
8,HCHC,"Hc2 Holdings, I...",91,amc,-0.55,-0.04,+0.51 ,+92.73% ,8.87%
9,AGN,Allergan Plc,"53,484",bmo,3.55,3.79,+0.24 ,+6.76% ,-4.33%
10,LITE,Lumentum Holdin...,"4,107",bmo,0.85,0.91,+0.06 ,+7.06% ,-1.84%
11,INGN,"Inogen, Inc","1,287",amc,0.29,0.24,-0.05 ,-17.24% ,-25.62%
12,GHDX,"Genomic Health,...","2,075",amc,0.29,0.34,+0.05 ,+17.24% ,-11.58%
13,BUD,Anheuser-busch...,"159,639",bmo,1.27,1.27,0.00 ,0.00% ,-4.00%
14,MTCH,"Match Group, In...","21,371",amc,0.33,0.49,+0.16 ,+48.48% ,12.44%
15,ATH,Athene Holding...,"8,266",bmo,1.70,1.50,-0.20 ,-11.76% ,-5.58%
16,S,Sprint Corporat...,"28,431",amc,-0.02,-0.04,-0.02 ,-100.00% ,-2.94%
17,ATKR,Atkore Internat...,"1,192",bmo,0.77,0.83,+0.06 ,+7.79% ,1.83%
18,GTE,Gran Tierra Ene...,606,bmo,0.05,0.01,-0.04 ,-80.00% ,-5.70%
19,OPK,"Opko Health, In...","1,274",amc,-0.07,-0.14,-0.07 ,-100.00% ,-11.44%
20,VCEL,Vericel Corpora...,822,bmo,-0.07,-0.07,0.00 ,0.00% ,-5.98%
21,REGN,Regeneron Pharm...,"32,576",bmo,5.52,4.45,-1.07 ,-19.38% ,-6.34%
22,TWO,Two Harbors Inv...,"3,599",amc,0.48,0.49,+0.01 ,+2.08% ,-0.22%
23,EMR,Emerson Electri...,"40,129",bmo,0.84,0.84,0.00 ,0.00% ,-3.73%
24,VGR,Vector Group Lt...,"1,345",bmo,0.15,0.08,-0.07 ,-46.67% ,-2.35%
