,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,GE,General Electri...,"91,568",bmo,0.18,0.19,+0.01 ,+5.56% ,-4.44%
1,SLB,Schlumberger Li...,"54,809",bmo,0.42,0.43,+0.01 ,+2.38% ,-1.24%
2,HON,Honeywell Inter...,"128,512",bmo,2.01,2.12,+0.11 ,+5.47% ,3.79%
3,CLF,Cleveland-cliff...,"3,072",bmo,0.56,0.76,+0.20 ,+35.71% ,12.67%
4,VFC,V.f. Corporatio...,"34,874",bmo,0.32,0.43,+0.11 ,+34.38% ,4.15%
5,RF,Regions Financi...,"15,411",bmo,0.33,0.34,+0.01 ,+3.03% ,1.14%
6,CFG,Citizens Financ...,"16,450",bmo,0.86,0.88,+0.02 ,+2.33% ,-1.13%
7,SWK,Stanley Black &...,"22,203",bmo,2.03,2.57,+0.54 ,+26.60% ,3.28%
8,STI,"Suntrust Banks,...","28,387",bmo,1.30,1.49,+0.19 ,+14.62% ,2.64%
9,STT,State Street Co...,"21,196",bmo,2.01,2.05,+0.04 ,+1.99% ,-7.41%
10,BHGE,"Baker Hughes, A...","25,461",bmo,0.13,0.10,-0.03 ,-23.08% ,0.69%
11,KSU,Kansas City Sou...,"12,366",bmo,1.52,1.54,+0.02 ,+1.32% ,2.40%
12,GNTX,Gentex Corporat...,"6,231",bmo,0.41,0.40,-0.01 ,-2.44% ,-5.04%
13,ATLKY,Atlas Copco Ab,"26,029",--,0.48,0.37,-0.11 ,-22.92% ,--
14,WIT,Wipro Limited,"25,754",bmo,0.05,0.05,0.00 ,0.00% ,1.55%
15,NVR,"Nvr, Inc.","12,026",bmo,46.21,49.05,+2.84 ,+6.15% ,-8.30%
16,MAN,Manpowergroup I...,"5,753",bmo,2.35,2.35,0.00 ,0.00% ,0.52%
17,IBKC,Iberiabank Corp...,"4,150",bmo,1.59,1.71,+0.12 ,+7.55% ,5.54%
18,SXT,Sensient Techno...,"3,117",bmo,0.92,0.92,0.00 ,0.00% ,-0.07%
19,OFG,Ofg Bancorp,"1,235",bmo,0.25,0.35,+0.10 ,+40.00% ,8.90%
20,VLRS,Controladora Vu...,"1,001",--,-0.15,0.02,+0.17 ,+113.33% ,--
21,BLX,Banco Latinoame...,825,bmo,0.57,0.42,-0.15 ,-26.32% ,-0.99%
22,CCNE,Cnb Financial C...,421,--,0.51,0.55,+0.04 ,+7.84% ,--
23,LCNB,Lcnb Corporatio...,247,--,0.32,0.31,-0.01 ,-3.13% ,--
24,BOCH,Bank Of Commerc...,195,--,0.19,0.22,+0.03 ,+15.79% ,--
