,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,INTC,Intel Corporati...,"215,254",amc,0.86,--,--,--,10.55%
1,CAT,Caterpillar Inc...,"77,483",bmo,1.77,--,--,--,0.61%
2,SBUX,Starbucks Corpo...,"106,331",amc,0.57,--,--,--,-4.23%
3,CELG,Celgene Corpora...,"66,083",bmo,1.95,--,--,--,1.24%
4,WDC,Western Digital...,"14,216",amc,3.81,--,--,--,1.83%
5,ISRG,Intuitive Surgi...,"62,025",amc,2.27,--,--,--,-2.13%
6,RTN,Raytheon Compan...,"48,600",bmo,2.02,--,--,--,2.40%
7,MMM,3m Company,"99,145",bmo,2.03,--,--,--,1.89%
8,AAL,American Airlin...,"14,439",bmo,0.92,--,--,--,-3.18%
9,NOC,Northrop Grumma...,"55,219",bmo,2.75,--,--,--,3.68%
10,LUV,Southwest Airli...,"28,174",bmo,0.76,--,--,--,-3.25%
11,CLF,Cleveland-cliff...,"3,072",bmo,0.15,--,--,--,-5.51%
12,UNP,Union Pacific C...,"120,354",bmo,1.54,--,--,--,-5.38%
13,STM,Stmicroelectron...,"15,861",bmo,0.35,--,--,--,-1.80%
14,AEP,American Electr...,"44,313",bmo,0.81,--,--,--,1.78%
15,FCX,Freeport-mcmora...,"16,378",bmo,0.49,--,--,--,1.12%
16,BIIB,Biogen Inc.,"45,420",bmo,5.44,--,--,--,2.09%
17,MKC,Mccormick & Com...,"21,395",bmo,1.52,--,--,--,5.00%
18,ETFC,E*trade Financi...,"11,292",amc,0.62,--,--,--,-1.33%
19,AVX,Avx Corporation...,"2,764",bmo,0.18,--,--,--,-7.49%
20,ALK,Alaska Air Grou...,"7,920",bmo,0.83,--,--,--,-4.05%
21,KLAC,Kla-tencor Corp...,"19,055",amc,1.72,--,--,--,0.31%
22,SHW,The Sherwin-wil...,"43,032",bmo,3.18,--,--,--,-1.10%
23,MITK,"Mitek Systems,...",387,amc,0.02,--,--,--,-6.21%
24,FCAU,Fiat Chrysler A...,"27,669",bmo,0.64,--,--,--,0.75%
