,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,SGH,Smart Global Ho...,718,amc,0.37,0.34,-0.03 ,-8.11% ,6.83%
1,NKE,"Nike, Inc.","136,035",amc,0.66,0.62,-0.04 ,-6.06% ,0.35%
2,WBA,Walgreens Boots...,"49,167",bmo,1.42,1.47,+0.05 ,+3.52% ,4.09%
3,MKC,Mccormick & Com...,"21,038",bmo,1.09,1.16,+0.07 ,+6.42% ,3.48%
4,ACN,Accenture Plc,"130,314",bmo,1.88,1.93,+0.05 ,+2.66% ,-0.17%
5,CAG,Conagra Brands...,"14,043",bmo,0.42,0.36,-0.06 ,-14.29% ,-12.10%
6,SJR,Shaw Communicat...,"9,595",bmo,0.25,0.33,+0.08 ,+32.00% ,0.15%
7,GMS,Gms Inc.,905,bmo,0.71,0.68,-0.03 ,-4.23% ,5.18%
8,PDCO,Patterson Compa...,"1,933",bmo,0.40,0.37,-0.03 ,-7.50% ,-4.87%
9,PRGS,Progress Softwa...,"1,845",amc,0.59,0.65,+0.06 ,+10.17% ,7.36%
10,APOG,Apogee Enterpri...,"1,071",bmo,0.53,0.58,+0.05 ,+9.43% ,11.02%
11,FC,Franklin Covey...,490,amc,-0.20,-0.14,+0.06 ,+30.00% ,3.03%
12,CAMP,Calamp Corp.,361,amc,0.09,0.12,+0.03 ,+33.33% ,12.31%
13,CDMO,Avid Bioservice...,343,amc,-0.03,-0.02,+0.01 ,+33.33% ,40.00%
14,SKIS,"Peak Resorts, I...",77,bmo,0.55,0.83,+0.28 ,+50.91% ,11.39%
15,SOL,Renesola Ltd.,45,bmo,-0.11,-0.14,-0.03 ,-27.27% ,-8.63%
16,TPCS,Techprecision C...,37,amc,--,--,--,--,10.48%
