,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
0,TGT,Target Corporat...,"45,413",bmo,1.38,1.32,-0.06 ,-4.35% ,-5.70%
1,LOW,Lowe's Companie...,"81,596",bmo,1.22,1.19,-0.03 ,-2.46% ,10.43%
2,NTAP,"Netapp, Inc.","14,980",amc,1.01,1.05,+0.04 ,+3.96% ,1.93%
3,LB,"L Brands, Inc.","7,648",amc,0.15,0.17,+0.02 ,+13.33% ,3.44%
4,TIF,Tiffany & Co.,"11,472",bmo,0.84,1.14,+0.30 ,+35.71% ,23.29%
5,RL,Ralph Lauren Co...,"8,665",bmo,0.86,0.90,+0.04 ,+4.65% ,14.34%
6,SNPS,"Synopsys, Inc.","20,296",amc,1.08,1.08,0.00 ,0.00% ,-1.96%
7,WSM,Williams-sonoma...,"5,097",amc,0.57,0.67,+0.10 ,+17.54% ,5.65%
8,CM,Canadian Imperi...,"35,546",bmo,2.21,2.32,+0.11 ,+4.98% ,-1.88%
9,LASR,Nlight Inc.,687,amc,0.08,--,--,--,21.52%
10,CPRT,"Copart, Inc.","17,092",amc,0.48,0.52,+0.04 ,+8.33% ,-0.47%
11,QIWI,Qiwi Plc,"1,231",bmo,0.28,0.31,+0.03 ,+10.71% ,-2.21%
12,MOD,Modine Manufact...,734,amc,0.40,0.44,+0.04 ,+10.00% ,3.52%
13,ICLK,Iclick Interact...,204,bmo,-0.06,--,--,--,0.78%
14,WSTL,Westell Technol...,28,amc,0.05,--,--,--,-18.21%
